! Header Comment 1,,
! Header Comment 2,,
!,,
,,
,,
Reg_WRITE,0x04,0x04
Reg_WRITE,0x04,0x05
Reg_WRITE,0x1a,0x13
Reg_WRITE,0x38,0x93
Reg_WRITE,0x39,0x15
Reg_WRITE,0x3a,0x00
Reg_WRITE,0x3b,0x00
Reg_WRITE,0x3c,0x0c
Reg_WRITE,0x0c,0xe2
Reg_WRITE,0x2e,0x6f
Reg_WRITE,0x72,0x07
Reg_WRITE,0x73,0x10
Reg_WRITE,0x74,0x71
Reg_WRITE,0x5b,0x20
Reg_WRITE,0x2f,0x57
Reg_WRITE,0x0d,0x70
Reg_WRITE,0x16,0x03
Reg_WRITE,0x18,0x4b
Reg_WRITE,0x30,0xff
Reg_WRITE,0x5c,0xff
Reg_WRITE,0x6c,0xff
Reg_WRITE,0x6e,0xff
Reg_WRITE,0x65,0x00
Reg_WRITE,0x70,0x3f
Reg_WRITE,0x71,0x3f
Reg_WRITE,0x75,0x06
Reg_WRITE,0x76,0x40
Reg_WRITE,0x77,0x89
Reg_WRITE,0x53,0xa8
Reg_WRITE,0x46,0x21
Reg_WRITE,0x47,0x84
Reg_WRITE,0x48,0x10
Reg_WRITE,0x49,0x08
Reg_WRITE,0x60,0x80
Reg_WRITE,0x61,0x80
Reg_WRITE,0x6a,0x08
Reg_WRITE,0x6b,0x63
Reg_WRITE,0x69,0xf8
Reg_WRITE,0x57,0x64
Reg_WRITE,0x05,0xaa
Reg_WRITE,0x06,0xaa
Reg_WRITE,0x15,0xae
Reg_WRITE,0x4a,0x67
Reg_WRITE,0x4b,0x77
Reg_WRITE,0x4f,0x40
Reg_WRITE,0x5b,0x20
Reg_WRITE,0x16,0x0C
Reg_WRITE,0x18,0x1C
Reg_WRITE,0x30,0x2C
Reg_WRITE,0x5c,0x3C
Reg_WRITE,0x6c,0x3C
Reg_WRITE,0x6e,0x3C
Reg_WRITE,0x1b,0x7C
Reg_WRITE,0x1d,0xBC
Reg_WRITE,0x1f,0xFC
Reg_WRITE,0x21,0xFD
Reg_WRITE,0x23,0xFD
Reg_WRITE,0x25,0xFD
Reg_WRITE,0x27,0xFE
Reg_WRITE,0x29,0xFF
Reg_WRITE,0xb3,0xFF
Reg_WRITE,0xb5,0xFF
Reg_WRITE,0x17,0xF0
Reg_WRITE,0x19,0xF0
Reg_WRITE,0x31,0xF0
Reg_WRITE,0x5d,0xF0
Reg_WRITE,0x6d,0xF1
Reg_WRITE,0x6f,0xF2
Reg_WRITE,0x1c,0xF2
Reg_WRITE,0x1e,0x32
Reg_WRITE,0x20,0x72
Reg_WRITE,0x22,0x96
Reg_WRITE,0x24,0xBA
Reg_WRITE,0x26,0xBE
Reg_WRITE,0x28,0xBE
Reg_WRITE,0x2a,0xCE
Reg_WRITE,0xb4,0xDF
Reg_WRITE,0xb6,0x0F
Reg_WRITE,0xb7,0x4f
Reg_WRITE,0xb9,0x45
Reg_WRITE,0xbb,0x3f
Reg_WRITE,0xbd,0x3f
Reg_WRITE,0xbf,0x37
Reg_WRITE,0xc1,0x37
Reg_WRITE,0xc3,0x3f
Reg_WRITE,0xc5,0x37
Reg_WRITE,0xa3,0x3f
Reg_WRITE,0xa5,0x2e
Reg_WRITE,0xa7,0x37
Reg_WRITE,0xa9,0x3f
Reg_WRITE,0xab,0x47
Reg_WRITE,0xad,0x4f
Reg_WRITE,0xaf,0x47
Reg_WRITE,0xb1,0x6f
Reg_WRITE,0xb8,0x77
Reg_WRITE,0xba,0x6f
Reg_WRITE,0xbc,0x6f
Reg_WRITE,0xbe,0x68
Reg_WRITE,0xc0,0x68
Reg_WRITE,0xc2,0x5f
Reg_WRITE,0xc4,0x68
Reg_WRITE,0xc6,0x6f
Reg_WRITE,0xa4,0x68
Reg_WRITE,0xa6,0x5f
Reg_WRITE,0xa8,0x4f
Reg_WRITE,0xaa,0x68
Reg_WRITE,0xac,0x6f
Reg_WRITE,0xae,0x77
Reg_WRITE,0xb0,0x6f
Reg_WRITE,0xb2,0x95
Reg_WRITE,0x81,0xa2
Reg_WRITE,0x82,0xa2
Reg_WRITE,0x83,0x95
Reg_WRITE,0x84,0x90
Reg_WRITE,0x85,0x8e
Reg_WRITE,0x86,0x95
Reg_WRITE,0x87,0x95
Reg_WRITE,0x88,0x95
Reg_WRITE,0x89,0x95
Reg_WRITE,0x8a,0x77
Reg_WRITE,0x8b,0x8a
Reg_WRITE,0x8c,0x8e
Reg_WRITE,0x8d,0x95
Reg_WRITE,0x8e,0xa8
Reg_WRITE,0x8f,0x95
Reg_WRITE,0x90,0x19
Reg_WRITE,0x91,0x10
Reg_WRITE,0x92,0x00
Reg_WRITE,0x93,0x10
Reg_WRITE,0x94,0x00
Reg_WRITE,0x95,0x00
Reg_WRITE,0x96,0x14
Reg_WRITE,0x97,0x00
Reg_WRITE,0x98,0x00
Reg_WRITE,0x99,0x00
Reg_WRITE,0x9a,0x19
Reg_WRITE,0x9b,0x28
Reg_WRITE,0x9c,0x24
Reg_WRITE,0x9d,0x10
Reg_WRITE,0x9e,0x45
Reg_WRITE,0x04,0xc3
